FILE     : ETPOLUT1.DAT
STATUS   : 1997.03.16                                       
CONTENTS : Pole coordinates and earth rotation,                                  
           one day sampling interval, given at 0 hours UTC.             
                                                                                
           The pole coordinates, UT1-UTC and TAI-UT1 have been taken from 
           files EOPC04.xx (xx = year), transferred from IERS via INTERNET 
           to Karlsruhe at 19941108, 19950310, 19951011, 19960218, 19970305
           and transformed to current format using program IERS.FOR. 
                          
           Adress: 145.238.2.21
           login:  anonymous
           password: wenzel gik karlsruhe
           directory: cd iers cd old
                                                      
           Start: 19720101  MJD = 41317.000                                     
           End  : 19970228  MJD = 50507.000                                     

           Span :                  9190.000 days  = 25.16 years                  
                                                                                
Date     Time    MJD          x         y       UT1-UTC   TAI-UT1                                   
                             ["]       ["]      [SEC]     [SEC]                                   
C****************************************************************************** 
19780528 000000 43656.000  -0.16080   0.42040  0.164857 16.835143
19780529 000000 43657.000  -0.15820   0.42220  0.161670 16.838330
19780530 000000 43658.000  -0.15560   0.42390  0.158483 16.841517
19780531 000000 43659.000  -0.15290   0.42560  0.155354 16.844646
19780601 000000 43660.000  -0.15010   0.42730  0.152326 16.847674
19780602 000000 43661.000  -0.14720   0.42900  0.149444 16.850556
19780603 000000 43662.000  -0.14430   0.43070  0.146719 16.853281
19780604 000000 43663.000  -0.14120   0.43230  0.144156 16.855844
19780605 000000 43664.000  -0.13810   0.43390  0.141747 16.858253
19780606 000000 43665.000  -0.13500   0.43550  0.139459 16.860541
19780607 000000 43666.000  -0.13170   0.43710  0.137268 16.862732
19780608 000000 43667.000  -0.12840   0.43870  0.135115 16.864885
19780609 000000 43668.000  -0.12510   0.44030  0.132986 16.867014
19780610 000000 43669.000  -0.12170   0.44190  0.130825 16.869175
19780611 000000 43670.000  -0.11830   0.44340  0.128629 16.871371
19780612 000000 43671.000  -0.11480   0.44500  0.126375 16.873625
19780613 000000 43672.000  -0.11130   0.44650  0.124046 16.875954
19780614 000000 43673.000  -0.10780   0.44810  0.121661 16.878339
19780615 000000 43674.000  -0.10430   0.44960  0.119242 16.880758
19780616 000000 43675.000  -0.10070   0.45110  0.116798 16.883202
19780617 000000 43676.000  -0.09720   0.45260  0.114386 16.885614
19780618 000000 43677.000  -0.09360   0.45410  0.112021 16.887979
19780619 000000 43678.000  -0.09010   0.45560  0.109750 16.890250
19780620 000000 43679.000  -0.08650   0.45710  0.107561 16.892439
19780621 000000 43680.000  -0.08300   0.45860  0.105423 16.894577
19780622 000000 43681.000  -0.07940   0.46010  0.103277 16.896723
19780623 000000 43682.000  -0.07590   0.46150  0.101070 16.898930
19780624 000000 43683.000  -0.07240   0.46290  0.098777 16.901223
19780625 000000 43684.000  -0.06890   0.46440  0.096421 16.903579
19780626 000000 43685.000  -0.06540   0.46580  0.094014 16.905986
19780627 000000 43686.000  -0.06200   0.46710  0.091610 16.908390
19780628 000000 43687.000  -0.05850   0.46850  0.089283 16.910717
19780629 000000 43688.000  -0.05510   0.46980  0.087052 16.912948
19780630 000000 43689.000  -0.05170   0.47110  0.084948 16.915052
19780701 000000 43690.000  -0.04820   0.47240  0.082970 16.917030
19780702 000000 43691.000  -0.04480   0.47360  0.081108 16.918892
19780703 000000 43692.000  -0.04130   0.47480  0.079327 16.920673
19780704 000000 43693.000  -0.03790   0.47600  0.077611 16.922389
19780705 000000 43694.000  -0.03440   0.47710  0.075926 16.924074
19780706 000000 43695.000  -0.03090   0.47820  0.074243 16.925757
19780707 000000 43696.000  -0.02740   0.47920  0.072530 16.927470
19780708 000000 43697.000  -0.02390   0.48020  0.070752 16.929248
19780709 000000 43698.000  -0.02030   0.48120  0.068910 16.931090
19780710 000000 43699.000  -0.01670   0.48210  0.066993 16.933007
19780711 000000 43700.000  -0.01300   0.48290  0.065016 16.934984
19780712 000000 43701.000  -0.00930   0.48380  0.062988 16.937012
19780713 000000 43702.000  -0.00560   0.48450  0.060936 16.939064
19780714 000000 43703.000  -0.00180   0.48520  0.058900 16.941100
19780715 000000 43704.000   0.00200   0.48590  0.056914 16.943086
19780716 000000 43705.000   0.00590   0.48640  0.055004 16.944996
19780717 000000 43706.000   0.00980   0.48700  0.053157 16.946843
19780718 000000 43707.000   0.01380   0.48740  0.051376 16.948624
19780719 000000 43708.000   0.01780   0.48780  0.049604 16.950396
19780720 000000 43709.000   0.02180   0.48810  0.047777 16.952223
19780721 000000 43710.000   0.02590   0.48840  0.045845 16.954155
19780722 000000 43711.000   0.03000   0.48850  0.043809 16.956191
19780723 000000 43712.000   0.03410   0.48860  0.041689 16.958311
19780724 000000 43713.000   0.03820   0.48860  0.039546 16.960454
19780725 000000 43714.000   0.04240   0.48850  0.037452 16.962548
19780726 000000 43715.000   0.04660   0.48840  0.035459 16.964541
19780727 000000 43716.000   0.05080   0.48810  0.033592 16.966408
19780728 000000 43717.000   0.05500   0.48780  0.031848 16.968152
19780729 000000 43718.000   0.05920   0.48740  0.030227 16.969773
19780730 000000 43719.000   0.06330   0.48690  0.028681 16.971319
19780731 000000 43720.000   0.06750   0.48630  0.027178 16.972822
19780801 000000 43721.000   0.07160   0.48570  0.025686 16.974314
19780802 000000 43722.000   0.07570   0.48490  0.024159 16.975841
19780803 000000 43723.000   0.07970   0.48410  0.022561 16.977439
19780804 000000 43724.000   0.08370   0.48320  0.020853 16.979147
19780805 000000 43725.000   0.08770   0.48220  0.019028 16.980972
19780806 000000 43726.000   0.09150   0.48110  0.017078 16.982922
19780807 000000 43727.000   0.09540   0.47990  0.015001 16.984999
19780808 000000 43728.000   0.09910   0.47870  0.012823 16.987177
19780809 000000 43729.000   0.10280   0.47740  0.010572 16.989428
19780810 000000 43730.000   0.10640   0.47600  0.008262 16.991738
19780811 000000 43731.000   0.11000   0.47450  0.005957 16.994043
19780812 000000 43732.000   0.11340   0.47300  0.003666 16.996334
19780813 000000 43733.000   0.11680   0.47140  0.001408 16.998592
19780814 000000 43734.000   0.12010   0.46970 -0.000838 17.000838
19780815 000000 43735.000   0.12340   0.46800 -0.003093 17.003093
19780816 000000 43736.000   0.12660   0.46620 -0.005427 17.005427
19780817 000000 43737.000   0.12970   0.46440 -0.007860 17.007860
19780818 000000 43738.000   0.13270   0.46250 -0.010436 17.010436
19780819 000000 43739.000   0.13570   0.46060 -0.013152 17.013152
19780820 000000 43740.000   0.13860   0.45860 -0.015939 17.015939
19780821 000000 43741.000   0.14140   0.45660 -0.018739 17.018739
19780822 000000 43742.000   0.14420   0.45450 -0.021457 17.021457
19780823 000000 43743.000   0.14690   0.45250 -0.024052 17.024052
19780824 000000 43744.000   0.14960   0.45030 -0.026522 17.026522
19780825 000000 43745.000   0.15220   0.44820 -0.028842 17.028842
19780826 000000 43746.000   0.15480   0.44600 -0.031064 17.031064
19780827 000000 43747.000   0.15740   0.44370 -0.033206 17.033206
19780828 000000 43748.000   0.15990   0.44150 -0.035317 17.035317
19780829 000000 43749.000   0.16230   0.43920 -0.037439 17.037439
19780830 000000 43750.000   0.16480   0.43690 -0.039611 17.039611
19780831 000000 43751.000   0.16720   0.43460 -0.041847 17.041847
19780901 000000 43752.000   0.16950   0.43230 -0.044175 17.044175
19780902 000000 43753.000   0.17190   0.42990 -0.046610 17.046610
19780903 000000 43754.000   0.17420   0.42760 -0.049135 17.049135
19780904 000000 43755.000   0.17640   0.42520 -0.051740 17.051740
19780905 000000 43756.000   0.17870   0.42280 -0.054374 17.054374
19780906 000000 43757.000   0.18090   0.42040 -0.057021 17.057021
19780907 000000 43758.000   0.18310   0.41790 -0.059628 17.059628
19780908 000000 43759.000   0.18530   0.41550 -0.062171 17.062171
19780909 000000 43760.000   0.18740   0.41300 -0.064618 17.064618
19780910 000000 43761.000   0.18950   0.41060 -0.066992 17.066992
19780911 000000 43762.000   0.19160   0.40810 -0.069322 17.069322
19780912 000000 43763.000   0.19370   0.40560 -0.071669 17.071669
19780913 000000 43764.000   0.19570   0.40300 -0.074084 17.074084
19780914 000000 43765.000   0.19760   0.40050 -0.076602 17.076602
19780915 000000 43766.000   0.19960   0.39790 -0.079257 17.079257
19780916 000000 43767.000   0.20150   0.39530 -0.082052 17.082052
19780917 000000 43768.000   0.20330   0.39270 -0.084905 17.084905
19780918 000000 43769.000   0.20520   0.39010 -0.087759 17.087759
19780919 000000 43770.000   0.20690   0.38740 -0.090562 17.090562
19780920 000000 43771.000   0.20870   0.38470 -0.093269 17.093269
19780921 000000 43772.000   0.21040   0.38200 -0.095867 17.095867
19780922 000000 43773.000   0.21200   0.37920 -0.098374 17.098374
19780923 000000 43774.000   0.21360   0.37640 -0.100829 17.100829
19780924 000000 43775.000   0.21520   0.37360 -0.103270 17.103270
19780925 000000 43776.000   0.21670   0.37070 -0.105735 17.105735
19780926 000000 43777.000   0.21820   0.36770 -0.108264 17.108264
19780927 000000 43778.000   0.21960   0.36470 -0.110885 17.110885
19780928 000000 43779.000   0.22090   0.36170 -0.113634 17.113634
19780929 000000 43780.000   0.22230   0.35860 -0.116527 17.116527
19780930 000000 43781.000   0.22350   0.35550 -0.119561 17.119561
19781001 000000 43782.000   0.22470   0.35230 -0.122711 17.122711
19781002 000000 43783.000   0.22590   0.34910 -0.125946 17.125946
19781003 000000 43784.000   0.22700   0.34580 -0.129243 17.129243
19781004 000000 43785.000   0.22800   0.34250 -0.132524 17.132524
19781005 000000 43786.000   0.22900   0.33910 -0.135760 17.135760
19781006 000000 43787.000   0.22990   0.33560 -0.138922 17.138922
19781007 000000 43788.000   0.23080   0.33210 -0.142006 17.142006
19781008 000000 43789.000   0.23160   0.32860 -0.145037 17.145037
19781009 000000 43790.000   0.23230   0.32500 -0.148056 17.148056
19781010 000000 43791.000   0.23300   0.32140 -0.151107 17.151107
19781011 000000 43792.000   0.23360   0.31770 -0.154257 17.154257
19781012 000000 43793.000   0.23410   0.31400 -0.157509 17.157509
19781013 000000 43794.000   0.23460   0.31020 -0.160856 17.160856
19781014 000000 43795.000   0.23500   0.30640 -0.164275 17.164275
19781015 000000 43796.000   0.23530   0.30260 -0.167688 17.167688
19781016 000000 43797.000   0.23560   0.29870 -0.171034 17.171034
19781017 000000 43798.000   0.23580   0.29490 -0.174259 17.174259
19781018 000000 43799.000   0.23600   0.29100 -0.177327 17.177327
19781019 000000 43800.000   0.23610   0.28710 -0.180238 17.180238
19781020 000000 43801.000   0.23610   0.28330 -0.183016 17.183016
19781021 000000 43802.000   0.23610   0.27940 -0.185715 17.185715
19781022 000000 43803.000   0.23600   0.27560 -0.188357 17.188357
19781023 000000 43804.000   0.23590   0.27170 -0.190993 17.190993
19781024 000000 43805.000   0.23560   0.26790 -0.193666 17.193666
19781025 000000 43806.000   0.23540   0.26410 -0.196405 17.196405
19781026 000000 43807.000   0.23510   0.26040 -0.199236 17.199236
19781027 000000 43808.000   0.23470   0.25660 -0.202165 17.202165
19781028 000000 43809.000   0.23430   0.25300 -0.205178 17.205178
19781029 000000 43810.000   0.23380   0.24930 -0.208282 17.208282
19781030 000000 43811.000   0.23330   0.24570 -0.211448 17.211448
19781031 000000 43812.000   0.23280   0.24220 -0.214615 17.214615
19781101 000000 43813.000   0.23220   0.23870 -0.217763 17.217763
19781102 000000 43814.000   0.23160   0.23530 -0.220844 17.220844
19781103 000000 43815.000   0.23100   0.23190 -0.223853 17.223853
19781104 000000 43816.000   0.23030   0.22860 -0.226797 17.226797
19781105 000000 43817.000   0.22960   0.22530 -0.229725 17.229725
19781106 000000 43818.000   0.22880   0.22210 -0.232684 17.232684
19781107 000000 43819.000   0.22810   0.21900 -0.235725 17.235725
19781108 000000 43820.000   0.22730   0.21590 -0.238871 17.238871
19781109 000000 43821.000   0.22650   0.21280 -0.242128 17.242128
19781110 000000 43822.000   0.22560   0.20980 -0.245462 17.245462
19781111 000000 43823.000   0.22480   0.20680 -0.248843 17.248843
19781112 000000 43824.000   0.22390   0.20390 -0.252207 17.252207
19781113 000000 43825.000   0.22300   0.20100 -0.255484 17.255484
19781114 000000 43826.000   0.22200   0.19810 -0.258659 17.258659
19781115 000000 43827.000   0.22110   0.19520 -0.261706 17.261706
19781116 000000 43828.000   0.22010   0.19240 -0.264649 17.264649
19781117 000000 43829.000   0.21900   0.18960 -0.267504 17.267504
19781118 000000 43830.000   0.21800   0.18680 -0.270310 17.270310
19781119 000000 43831.000   0.21690   0.18400 -0.273114 17.273114
19781120 000000 43832.000   0.21570   0.18120 -0.275948 17.275948
19781121 000000 43833.000   0.21450   0.17840 -0.278847 17.278847
19781122 000000 43834.000   0.21330   0.17560 -0.281832 17.281832
19781123 000000 43835.000   0.21200   0.17290 -0.284909 17.284909
19781124 000000 43836.000   0.21070   0.17010 -0.288082 17.288082
19781125 000000 43837.000   0.20940   0.16730 -0.291329 17.291329
19781126 000000 43838.000   0.20800   0.16460 -0.294632 17.294632
19781127 000000 43839.000   0.20650   0.16180 -0.297962 17.297962
19781128 000000 43840.000   0.20500   0.15910 -0.301270 17.301270
19781129 000000 43841.000   0.20350   0.15640 -0.304540 17.304540
19781130 000000 43842.000   0.20190   0.15370 -0.307715 17.307715
19781201 000000 43843.000   0.20030   0.15100 -0.310823 17.310823
19781202 000000 43844.000   0.19870   0.14840 -0.313872 17.313872
19781203 000000 43845.000   0.19700   0.14580 -0.316912 17.316912
19781204 000000 43846.000   0.19530   0.14320 -0.320006 17.320006
19781205 000000 43847.000   0.19360   0.14060 -0.323176 17.323176
19781206 000000 43848.000   0.19180   0.13810 -0.326425 17.326425
19781207 000000 43849.000   0.19000   0.13560 -0.329732 17.329732
19781208 000000 43850.000   0.18820   0.13310 -0.333039 17.333039
19781209 000000 43851.000   0.18630   0.13070 -0.336308 17.336308
19781210 000000 43852.000   0.18440   0.12830 -0.339476 17.339476
19781211 000000 43853.000   0.18260   0.12600 -0.342518 17.342518
19781212 000000 43854.000   0.18070   0.12370 -0.345411 17.345411
19781213 000000 43855.000   0.17870   0.12150 -0.348169 17.348169
19781214 000000 43856.000   0.17680   0.11930 -0.350806 17.350806
19781215 000000 43857.000   0.17480   0.11710 -0.353364 17.353364
19781216 000000 43858.000   0.17290   0.11500 -0.355883 17.355883
19781217 000000 43859.000   0.17090   0.11290 -0.358401 17.358401
19781218 000000 43860.000   0.16890   0.11090 -0.360938 17.360938
19781219 000000 43861.000   0.16690   0.10890 -0.363533 17.363533
19781220 000000 43862.000   0.16500   0.10690 -0.366210 17.366210
19781221 000000 43863.000   0.16300   0.10500 -0.368966 17.368966
19781222 000000 43864.000   0.16090   0.10310 -0.371792 17.371792
19781223 000000 43865.000   0.15890   0.10120 -0.374706 17.374706
19781224 000000 43866.000   0.15690   0.09940 -0.377665 17.377665
19781225 000000 43867.000   0.15490   0.09760 -0.380649 17.380649
19781226 000000 43868.000   0.15280   0.09580 -0.383630 17.383630
19781227 000000 43869.000   0.15080   0.09400 -0.386589 17.386589
19781228 000000 43870.000   0.14870   0.09230 -0.389504 17.389504
19781229 000000 43871.000   0.14660   0.09060 -0.392411 17.392411
19781230 000000 43872.000   0.14450   0.08890 -0.395340 17.395340
19781231 000000 43873.000   0.14230   0.08720 -0.398346 17.398346
19790101 000000 43874.000   0.14020   0.08560  0.598526 17.401474
19790102 000000 43875.000   0.13790   0.08400  0.595262 17.404738
19790103 000000 43876.000   0.13570   0.08240  0.591900 17.408100
19790104 000000 43877.000   0.13340   0.08080  0.588483 17.411517
19790105 000000 43878.000   0.13100   0.07930  0.585089 17.414911
19790106 000000 43879.000   0.12860   0.07770  0.581774 17.418226
19790107 000000 43880.000   0.12610   0.07620  0.578586 17.421414
19790108 000000 43881.000   0.12350   0.07480  0.575529 17.424471
19790109 000000 43882.000   0.12090   0.07330  0.572617 17.427383
19790110 000000 43883.000   0.11830   0.07190  0.569816 17.430184
19790111 000000 43884.000   0.11550   0.07060  0.567115 17.432885
19790112 000000 43885.000   0.11270   0.06920  0.564473 17.435527
19790113 000000 43886.000   0.10990   0.06790  0.561841 17.438159
19790114 000000 43887.000   0.10700   0.06670  0.559198 17.440802
19790115 000000 43888.000   0.10400   0.06550  0.556525 17.443475
19790116 000000 43889.000   0.10090   0.06430  0.553776 17.446224
19790117 000000 43890.000   0.09790   0.06320  0.550964 17.449036
19790118 000000 43891.000   0.09470   0.06220  0.548084 17.451916
19790119 000000 43892.000   0.09150   0.06120  0.545149 17.454851
19790120 000000 43893.000   0.08830   0.06020  0.542164 17.457836
19790121 000000 43894.000   0.08510   0.05930  0.539162 17.460838
19790122 000000 43895.000   0.08180   0.05850  0.536147 17.463853
19790123 000000 43896.000   0.07850   0.05770  0.533156 17.466844
19790124 000000 43897.000   0.07520   0.05700  0.530185 17.469815
19790125 000000 43898.000   0.07190   0.05640  0.527252 17.472748
19790126 000000 43899.000   0.06860   0.05580  0.524314 17.475686
19790127 000000 43900.000   0.06520   0.05530  0.521298 17.478702
19790128 000000 43901.000   0.06200   0.05490  0.518168 17.481832
19790129 000000 43902.000   0.05870   0.05450  0.514904 17.485096
19790130 000000 43903.000   0.05540   0.05420  0.511500 17.488500
19790131 000000 43904.000   0.05220   0.05400  0.508005 17.491995
19790201 000000 43905.000   0.04900   0.05390  0.504517 17.495483
19790202 000000 43906.000   0.04590   0.05380  0.501108 17.498892
19790203 000000 43907.000   0.04280   0.05380  0.497840 17.502160
19790204 000000 43908.000   0.03970   0.05390  0.494752 17.505248
19790205 000000 43909.000   0.03670   0.05400  0.491834 17.508166
19790206 000000 43910.000   0.03380   0.05430  0.489069 17.510931
19790207 000000 43911.000   0.03090   0.05460  0.486421 17.513579
19790208 000000 43912.000   0.02800   0.05490  0.483851 17.516149
19790209 000000 43913.000   0.02520   0.05540  0.481306 17.518694
19790210 000000 43914.000   0.02250   0.05590  0.478768 17.521232
19790211 000000 43915.000   0.01980   0.05640  0.476187 17.523813
19790212 000000 43916.000   0.01710   0.05710  0.473552 17.526448
19790213 000000 43917.000   0.01450   0.05780  0.470858 17.529142
19790214 000000 43918.000   0.01190   0.05860  0.468094 17.531906
19790215 000000 43919.000   0.00930   0.05940  0.465282 17.534718
19790216 000000 43920.000   0.00670   0.06030  0.462439 17.537561
19790217 000000 43921.000   0.00420   0.06130  0.459581 17.540419
19790218 000000 43922.000   0.00170   0.06240  0.456749 17.543251
19790219 000000 43923.000  -0.00080   0.06350  0.453964 17.546036
19790220 000000 43924.000  -0.00330   0.06470  0.451226 17.548774
19790221 000000 43925.000  -0.00580   0.06590  0.448532 17.551468
19790222 000000 43926.000  -0.00820   0.06720  0.445854 17.554146
19790223 000000 43927.000  -0.01070   0.06850  0.443128 17.556872
19790224 000000 43928.000  -0.01320   0.07000  0.440308 17.559692
19790225 000000 43929.000  -0.01570   0.07140  0.437340 17.562660
19790226 000000 43930.000  -0.01820   0.07290  0.434194 17.565806
19790227 000000 43931.000  -0.02070   0.07450  0.430904 17.569096
19790228 000000 43932.000  -0.02320   0.07610  0.427540 17.572460
19790301 000000 43933.000  -0.02570   0.07770  0.424179 17.575821
19790302 000000 43934.000  -0.02830   0.07930  0.420915 17.579085
19790303 000000 43935.000  -0.03080   0.08100  0.417799 17.582201
19790304 000000 43936.000  -0.03330   0.08270  0.414850 17.585150
19790305 000000 43937.000  -0.03590   0.08440  0.412048 17.587952
19790306 000000 43938.000  -0.03840   0.08610  0.409361 17.590639
19790307 000000 43939.000  -0.04100   0.08780  0.406745 17.593255
19790308 000000 43940.000  -0.04350   0.08950  0.404144 17.595856
19790309 000000 43941.000  -0.04610   0.09130  0.401537 17.598463
19790310 000000 43942.000  -0.04860   0.09300  0.398878 17.601122
19790311 000000 43943.000  -0.05120   0.09470  0.396142 17.603858
19790312 000000 43944.000  -0.05380   0.09640  0.393313 17.606687
19790313 000000 43945.000  -0.05630   0.09800  0.390392 17.609608
19790314 000000 43946.000  -0.05890   0.09970  0.387379 17.612621
19790315 000000 43947.000  -0.06140   0.10140  0.384305 17.615695
19790316 000000 43948.000  -0.06390   0.10300  0.381198 17.618802
19790317 000000 43949.000  -0.06640   0.10470  0.378083 17.621917
19790318 000000 43950.000  -0.06890   0.10630  0.375004 17.624996
19790319 000000 43951.000  -0.07140   0.10790  0.371973 17.628027
19790320 000000 43952.000  -0.07380   0.10960  0.368992 17.631008
19790321 000000 43953.000  -0.07630   0.11120  0.366048 17.633952
19790322 000000 43954.000  -0.07870   0.11280  0.363092 17.636908
19790323 000000 43955.000  -0.08110   0.11440  0.360076 17.639924
19790324 000000 43956.000  -0.08340   0.11610  0.356950 17.643050
19790325 000000 43957.000  -0.08570   0.11770  0.353673 17.646327
19790326 000000 43958.000  -0.08800   0.11940  0.350227 17.649773
19790327 000000 43959.000  -0.09030   0.12110  0.346677 17.653323
19790328 000000 43960.000  -0.09250   0.12280  0.343085 17.656915
19790329 000000 43961.000  -0.09480   0.12450  0.339540 17.660460
19790330 000000 43962.000  -0.09690   0.12630  0.336111 17.663889
19790331 000000 43963.000  -0.09910   0.12810  0.332857 17.667143
19790401 000000 43964.000  -0.10120   0.12990  0.329767 17.670233
19790402 000000 43965.000  -0.10340   0.13180  0.326820 17.673180
19790403 000000 43966.000  -0.10540   0.13370  0.323970 17.676030
19790404 000000 43967.000  -0.10750   0.13570  0.321177 17.678823
19790405 000000 43968.000  -0.10950   0.13770  0.318387 17.681613
19790406 000000 43969.000  -0.11160   0.13980  0.315570 17.684430
19790407 000000 43970.000  -0.11350   0.14190  0.312685 17.687315
19790408 000000 43971.000  -0.11550   0.14400  0.309721 17.690279
19790409 000000 43972.000  -0.11740   0.14620  0.306655 17.693345
19790410 000000 43973.000  -0.11930   0.14850  0.303509 17.696491
19790411 000000 43974.000  -0.12110   0.15070  0.300281 17.699719
19790412 000000 43975.000  -0.12290   0.15310  0.296996 17.703004
19790413 000000 43976.000  -0.12460   0.15540  0.293701 17.706299
19790414 000000 43977.000  -0.12630   0.15780  0.290429 17.709571
19790415 000000 43978.000  -0.12800   0.16030  0.287199 17.712801
19790416 000000 43979.000  -0.12960   0.16280  0.284032 17.715968
19790417 000000 43980.000  -0.13110   0.16530  0.280912 17.719088
19790418 000000 43981.000  -0.13260   0.16780  0.277823 17.722177
19790419 000000 43982.000  -0.13400   0.17040  0.274705 17.725295
19790420 000000 43983.000  -0.13530   0.17290  0.271514 17.728486
19790421 000000 43984.000  -0.13660   0.17550  0.268210 17.731790
19790422 000000 43985.000  -0.13780   0.17810  0.264782 17.735218
19790423 000000 43986.000  -0.13900   0.18070  0.261234 17.738766
19790424 000000 43987.000  -0.14010   0.18320  0.257639 17.742361
19790425 000000 43988.000  -0.14110   0.18580  0.254050 17.745950
19790426 000000 43989.000  -0.14210   0.18830  0.250558 17.749442
19790427 000000 43990.000  -0.14300   0.19080  0.247231 17.752769
19790428 000000 43991.000  -0.14380   0.19330  0.244095 17.755905
19790429 000000 43992.000  -0.14460   0.19570  0.241121 17.758879
19790430 000000 43993.000  -0.14540   0.19820  0.238297 17.761703
19790501 000000 43994.000  -0.14600   0.20060  0.235562 17.764438
19790502 000000 43995.000  -0.14670   0.20290  0.232876 17.767124
19790503 000000 43996.000  -0.14730   0.20530  0.230188 17.769812
19790504 000000 43997.000  -0.14780   0.20760  0.227474 17.772526
19790505 000000 43998.000  -0.14830   0.20990  0.224700 17.775300
19790506 000000 43999.000  -0.14870   0.21210  0.221854 17.778146
19790507 000000 44000.000  -0.14910   0.21440  0.218938 17.781062
19790508 000000 44001.000  -0.14950   0.21660  0.215972 17.784028
19790509 000000 44002.000  -0.14980   0.21880  0.212946 17.787054
19790510 000000 44003.000  -0.15010   0.22100  0.209913 17.790087
19790511 000000 44004.000  -0.15030   0.22320  0.206903 17.793097
19790512 000000 44005.000  -0.15060   0.22540  0.203932 17.796068
19790513 000000 44006.000  -0.15070   0.22760  0.201029 17.798971
19790514 000000 44007.000  -0.15090   0.22970  0.198203 17.801797
19790515 000000 44008.000  -0.15100   0.23190  0.195416 17.804584
19790516 000000 44009.000  -0.15120   0.23410  0.192641 17.807359
19790517 000000 44010.000  -0.15120   0.23630  0.189813 17.810187
19790518 000000 44011.000  -0.15130   0.23850  0.186914 17.813086
19790519 000000 44012.000  -0.15130   0.24060  0.183900 17.816100
19790520 000000 44013.000  -0.15140   0.24290  0.180808 17.819192
19790521 000000 44014.000  -0.15140   0.24510  0.177661 17.822339
19790522 000000 44015.000  -0.15130   0.24730  0.174530 17.825470
19790523 000000 44016.000  -0.15130   0.24950  0.171476 17.828524
19790524 000000 44017.000  -0.15120   0.25180  0.168556 17.831444
19790525 000000 44018.000  -0.15120   0.25400  0.165819 17.834181
19790526 000000 44019.000  -0.15110   0.25630  0.163258 17.836742
19790527 000000 44020.000  -0.15100   0.25860  0.160875 17.839125
19790528 000000 44021.000  -0.15080   0.26080  0.158608 17.841392
19790529 000000 44022.000  -0.15070   0.26310  0.156415 17.843585
19790530 000000 44023.000  -0.15050   0.26540  0.154274 17.845726
19790531 000000 44024.000  -0.15030   0.26780  0.152129 17.847871
19790601 000000 44025.000  -0.15010   0.27010  0.149961 17.850039
19790602 000000 44026.000  -0.14990   0.27240  0.147745 17.852255
19790603 000000 44027.000  -0.14970   0.27470  0.145481 17.854519
19790604 000000 44028.000  -0.14940   0.27710  0.143173 17.856827
19790605 000000 44029.000  -0.14910   0.27940  0.140842 17.859158
19790606 000000 44030.000  -0.14880   0.28180  0.138508 17.861492
19790607 000000 44031.000  -0.14850   0.28410  0.136174 17.863826
19790608 000000 44032.000  -0.14810   0.28650  0.133876 17.866124
19790609 000000 44033.000  -0.14780   0.28880  0.131639 17.868361
19790610 000000 44034.000  -0.14730   0.29120  0.129454 17.870546
19790611 000000 44035.000  -0.14690   0.29350  0.127315 17.872685
19790612 000000 44036.000  -0.14640   0.29580  0.125174 17.874826
19790613 000000 44037.000  -0.14590   0.29820  0.122984 17.877016
19790614 000000 44038.000  -0.14530   0.30050  0.120685 17.879315
19790615 000000 44039.000  -0.14470   0.30280  0.118254 17.881746
19790616 000000 44040.000  -0.14400   0.30510  0.115692 17.884308
19790617 000000 44041.000  -0.14330   0.30740  0.113053 17.886947
19790618 000000 44042.000  -0.14250   0.30970  0.110389 17.889611
19790619 000000 44043.000  -0.14170   0.31200  0.107768 17.892232
19790620 000000 44044.000  -0.14090   0.31430  0.105226 17.894774
19790621 000000 44045.000  -0.14000   0.31660  0.102817 17.897183
19790622 000000 44046.000  -0.13900   0.31890  0.100551 17.899449
19790623 000000 44047.000  -0.13800   0.32110  0.098402 17.901598
19790624 000000 44048.000  -0.13690   0.32340  0.096351 17.903649
19790625 000000 44049.000  -0.13580   0.32560  0.094341 17.905659
19790626 000000 44050.000  -0.13470   0.32790  0.092343 17.907657
19790627 000000 44051.000  -0.13340   0.33010  0.090319 17.909681
19790628 000000 44052.000  -0.13210   0.33230  0.088263 17.911737
19790629 000000 44053.000  -0.13080   0.33450  0.086145 17.913855
19790630 000000 44054.000  -0.12940   0.33670  0.083961 17.916039
19790701 000000 44055.000  -0.12790   0.33890  0.081742 17.918258
19790702 000000 44056.000  -0.12640   0.34100  0.079488 17.920512
19790703 000000 44057.000  -0.12480   0.34320  0.077227 17.922773
19790704 000000 44058.000  -0.12320   0.34530  0.074978 17.925022
19790705 000000 44059.000  -0.12150   0.34740  0.072761 17.927239
19790706 000000 44060.000  -0.11980   0.34960  0.070609 17.929391
19790707 000000 44061.000  -0.11800   0.35160  0.068527 17.931473
19790708 000000 44062.000  -0.11610   0.35370  0.066529 17.933471
19790709 000000 44063.000  -0.11420   0.35580  0.064556 17.935444
19790710 000000 44064.000  -0.11230   0.35780  0.062586 17.937414
19790711 000000 44065.000  -0.11030   0.35980  0.060542 17.939458
19790712 000000 44066.000  -0.10830   0.36180  0.058386 17.941614
19790713 000000 44067.000  -0.10620   0.36380  0.056135 17.943865
19790714 000000 44068.000  -0.10410   0.36570  0.053798 17.946202
19790715 000000 44069.000  -0.10190   0.36770  0.051462 17.948538
